time,temporada,rodada,data,horario,dia_semana,mes,adversario,resultado,gols_favor,gols_sofridos,condicao,arbitro,idade_media_titular_time,desvio_idade_media_time,altura_media_titular_time,desvio_altura_media_time,idade_media_titular_adv,desvio_idade_media_adv,altura_media_titular_adv,desvio_altura_media_adv,estadio,publico
Atlético Mineiro,2020,1,09/08/2020,16:00,Domingo,8,Flamengo,Vitória,1,0,Visitante,Raphael Claus,24.4,2.8,178.1,7.5,29.0,4.3,180.6,5.5,Estádio do Maracanã,0
Atlético Mineiro,2020,2,12/08/2020,19:15,Quarta,8,Corinthians,Vitória,3,2,Mandante,Wagner do Nascimento Magalhaes,25.9,4.6,179.9,7.5,27.2,4.4,179.5,7.9,Arena Independência,0
Atlético Mineiro,2020,3,16/08/2020,11:00,Domingo,8,Ceará,Vitória,2,0,Mandante,Savio Pereira Sampaio,26.5,4.4,179.2,8.1,29.7,5.6,179.9,7.7,Arena Independência,0
Atlético Mineiro,2020,4,19/08/2020,21:30,Quarta,8,Botafogo,Derrota,1,2,Visitante,Flavio Rodrigues De Souza,25.0,3.5,178.9,7.7,25.4,4.0,182.5,6.4,Estadio Nilton Santos,0
Atlético Mineiro,2020,5,22/08/2020,19:00,Sábado,8,Internacional,Derrota,0,1,Visitante,Luiz Flávio de Oliveira,27.9,4.4,181.6,7.5,28.2,3.6,180.0,5.2,Estádio Beira-Rio,0
Atlético Mineiro,2020,7,03/09/2020,20:00,Quinta,9,São Paulo,Vitória,3,0,Mandante,Jean Pierre Goncalves Lima,27.3,3.6,178.6,6.7,25.8,4.2,179.5,5.3,Arena Independência,0
Atlético Mineiro,2020,8,06/09/2020,20:30,Domingo,9,Coritiba,Vitória,1,0,Visitante,Diego Pombo Lopez,26.2,3.1,177.6,7.4,28.0,3.8,180.2,4.1,Estádio Major Antônio Couto Pereira,0
Atlético Mineiro,2020,9,09/09/2020,21:30,Quarta,9,Santos,Derrota,1,3,Visitante,Wagner do Nascimento Magalhaes,26.1,3.8,179.5,7.6,26.0,4.1,177.5,8.6,Estádio Urbano Caldeira,0
Atlético Mineiro,2020,10,13/09/2020,18:00,Domingo,9,Red Bull Bragantino,Vitória,2,1,Mandante,Ramon Abatti Abel,25.9,4.1,178.7,8.9,26.1,5.0,179.3,5.7,Arena Independência,0
Atlético Mineiro,2020,11,19/09/2020,21:00,Sábado,9,Atlético Goianiense,Vitória,4,3,Visitante,Edina Alves Batista,26.7,4.1,178.1,7.8,24.9,2.4,179.4,7.4,Serra Dourada,0
