time,temporada,rodada,data,horario,dia_semana,mes,adversario,resultado,gols_favor,gols_sofridos,condicao,arbitro,idade_media_titular_time,desvio_idade_media_time,altura_media_titular_time,desvio_altura_media_time,idade_media_titular_adv,desvio_idade_media_adv,altura_media_titular_adv,desvio_altura_media_adv,estadio,publico
Atlético Mineiro,2019,1,27/04/2019,19:00,Sábado,4,Avaí,Vitória,2,1,Mandante,Rodolpho Toski Marques,31.1,5.9,180.3,9.0,28.6,4.2,180.3,8.5,Arena Independência,10531
Atlético Mineiro,2019,2,01/05/2019,21:30,Quarta,5,Vasco da Gama,Vitória,2,1,Visitante,Raphael Claus,30.0,5.5,179.5,8.5,25.4,4.5,181.5,6.7,Estádio São Januário,6745
Atlético Mineiro,2019,3,04/05/2019,21:00,Sábado,5,Ceará,Vitória,2,1,Visitante,Flavio Rodrigues De Souza,29.5,5.9,180.2,8.0,31.2,3.2,180.5,7.1,Estádio Governador Plácido Castelo,16815
Atlético Mineiro,2019,4,12/05/2019,16:00,Domingo,5,Palmeiras,Derrota,0,2,Mandante,Anderson Daronco,30.8,5.3,179.9,8.5,28.3,3.2,180.2,6.0,Arena Independência,24368
Atlético Mineiro,2019,5,18/05/2019,19:00,Sábado,5,Flamengo,Vitória,2,1,Mandante,Paulo Roberto Alves Junior,29.7,5.4,178.5,9.1,27.5,3.5,178.6,4.9,Arena Independência,13616
Atlético Mineiro,2019,6,25/05/2019,19:00,Sábado,5,Grêmio,Derrota,0,1,Visitante,Rafael Traci,30.6,5.6,179.5,8.7,26.7,4.7,181.2,5.7,Arena do Grêmio,13714
Atlético Mineiro,2019,7,02/06/2019,19:00,Domingo,6,CSA,Vitória,4,0,Mandante,Diego Pombo Lopez,29.9,4.8,179.2,8.8,28.5,3.4,178.9,6.9,Arena Independência,14116
Atlético Mineiro,2019,8,09/06/2019,19:00,Domingo,6,Santos,Derrota,1,3,Visitante,Dewson Fernando Freitas da Silva,31.0,4.7,179.1,8.9,26.0,3.1,178.4,9.5,Estádio Urbano Caldeira,5794
Atlético Mineiro,2019,9,13/06/2019,20:00,Quinta,6,São Paulo,Empate,1,1,Mandante,Leandro Pedro Vuaden,29.9,4.8,179.2,8.8,27.2,4.7,179.0,5.0,Arena Independência,19761
Atlético Mineiro,2019,10,14/07/2019,19:00,Domingo,7,Chapecoense,Vitória,2,1,Visitante,Marcelo Aparecido Ribeiro de Souza,27.5,6.1,181.1,8.3,29.0,4.4,178.5,6.1,Arena Condá,2600
Atlético Mineiro,2019,11,21/07/2019,16:00,Domingo,7,Fortaleza,Empate,2,2,Mandante,Edina Alves Batista,26.4,4.6,179.6,7.3,29.1,4.7,178.3,6.1,Arena Independência,16043
Atlético Mineiro,2019,12,28/07/2019,19:00,Domingo,7,Goiás,Empate,0,0,Visitante,Luiz Flávio de Oliveira,27.8,4.9,179.5,8.5,26.9,2.9,179.2,5.6,Serra Dourada,10439
Atlético Mineiro,2019,13,04/08/2019,19:00,Domingo,8,Cruzeiro,Vitória,2,0,Mandante,Leandro Pedro Vuaden,29.8,5.0,179.5,7.9,31.7,4.2,182.5,5.1,Arena Independência,13181
Atlético Mineiro,2019,14,10/08/2019,21:00,Sábado,8,Fluminense,Vitória,2,1,Mandante,Wilton Pereira Sampaio,29.7,5.1,180.2,8.1,25.0,4.2,181.9,6.1,Arena Independência,19081
Atlético Mineiro,2019,15,17/08/2019,19:00,Sábado,8,Athletico,Derrota,0,1,Visitante,Dewson Fernando Freitas da Silva,27.1,5.1,179.8,8.0,26.9,4.1,180.6,6.7,Arena da Baixada,13148
Atlético Mineiro,2019,16,24/08/2019,11:00,Sábado,8,Bahia,Derrota,0,1,Mandante,Rodolpho Toski Marques,25.9,5.3,178.9,8.1,27.8,4.2,179.6,7.6,Arena Independência,22401
Atlético Mineiro,2019,17,01/09/2019,19:00,Domingo,9,Corinthians,Derrota,0,1,Visitante,Wilton Pereira Sampaio,29.8,5.0,179.5,7.9,29.3,4.6,179.2,8.9,Neo Química Arena,31961
Atlético Mineiro,2019,18,08/09/2019,16:00,Domingo,9,Botafogo,Derrota,1,2,Visitante,Braulio Da Silva Machado,31.1,4.6,179.0,7.4,28.7,5.6,181.5,5.8,Estadio Nilton Santos,12098
Atlético Mineiro,2019,19,15/09/2019,11:00,Domingo,9,Internacional,Derrota,1,3,Mandante,Bruno Arleu de Araujo,30.5,6.5,180.8,7.9,26.0,4.1,177.0,6.9,Arena Independência,18966
Atlético Mineiro,2019,20,23/09/2019,20:00,Segunda,9,Avaí,Derrota,0,1,Visitante,Caio Max Augusto Vieira,25.1,5.5,180.5,7.3,26.4,4.2,180.4,6.4,Estádio da Ressacada,7463
Atlético Mineiro,2019,22,29/09/2019,19:00,Domingo,9,Ceará,Vitória,2,1,Mandante,Paulo Roberto Alves Junior,29.0,4.2,179.6,9.2,29.1,4.4,180.6,6.9,Arena Independência,6131
Atlético Mineiro,2019,21,02/10/2019,19:15,Quarta,10,Vasco da Gama,Derrota,1,2,Mandante,Heber Roberto Lopes,27.9,4.0,179.5,9.8,25.6,5.1,182.6,6.7,Arena Independência,10485
Atlético Mineiro,2019,23,06/10/2019,16:00,Domingo,10,Palmeiras,Empate,1,1,Visitante,Rafael Traci,28.2,5.8,181.5,9.9,29.8,2.9,179.7,6.4,Nubank Parque,32659
Atlético Mineiro,2019,24,10/10/2019,20:00,Quinta,10,Flamengo,Derrota,1,3,Visitante,Wilton Pereira Sampaio,31.1,5.8,181.2,7.8,28.0,4.8,182.2,6.7,Estádio do Maracanã,58788
Atlético Mineiro,2019,25,13/10/2019,19:00,Domingo,10,Grêmio,Derrota,1,4,Mandante,Luiz Flávio de Oliveira,28.3,5.3,178.9,8.8,29.8,3.5,181.5,5.2,Arena Independência,12974
Atlético Mineiro,2019,26,16/10/2019,19:15,Quarta,10,CSA,Empate,2,2,Visitante,Savio Pereira Sampaio,29.0,6.3,181.7,9.2,30.3,3.9,179.4,8.3,Estádio Rei Pelé,13075
Atlético Mineiro,2019,27,20/10/2019,16:00,Domingo,10,Santos,Vitória,2,0,Mandante,Caio Max Augusto Vieira,29.2,5.9,181.4,9.7,26.8,3.3,178.9,11.0,Arena Independência,21771
Atlético Mineiro,2019,28,27/10/2019,16:00,Domingo,10,São Paulo,Derrota,0,2,Visitante,Bruno Arleu de Araujo,28.7,5.7,181.7,9.5,25.7,3.7,179.8,5.4,MorumBIS,18815
Atlético Mineiro,2019,29,30/10/2019,19:30,Quarta,10,Chapecoense,Derrota,0,2,Mandante,Diego Pombo Lopez,30.1,6.6,180.5,9.0,29.4,3.8,178.7,5.3,Arena Independência,19058
Atlético Mineiro,2019,30,02/11/2019,17:00,Sábado,11,Fortaleza,Empate,2,2,Visitante,Rodolpho Toski Marques,26.7,4.0,180.5,8.3,29.1,4.4,178.6,7.0,Estádio Governador Plácido Castelo,31503
Atlético Mineiro,2019,31,06/11/2019,20:00,Quarta,11,Goiás,Vitória,2,0,Mandante,Thiago Duarte Peixoto,29.1,4.1,179.4,9.6,26.8,4.3,180.1,6.5,Arena Independência,38937
Atlético Mineiro,2019,32,10/11/2019,16:00,Domingo,11,Cruzeiro,Empate,0,0,Visitante,Jean Pierre Goncalves Lima,28.1,4.0,180.5,9.5,29.3,6.2,181.5,6.0,Governador Magalhães Pinto,43205
Atlético Mineiro,2019,33,16/11/2019,19:00,Sábado,11,Fluminense,Empate,1,1,Visitante,Leandro Pedro Vuaden,26.9,5.1,180.6,8.5,25.0,3.4,182.3,5.4,Estádio do Maracanã,24405
