time,temporada,rodada,data,horario,dia_semana,mes,adversario,resultado,gols_favor,gols_sofridos,condicao,arbitro,idade_media_titular_time,desvio_idade_media_time,altura_media_titular_time,desvio_altura_media_time,idade_media_titular_adv,desvio_idade_media_adv,altura_media_titular_adv,desvio_altura_media_adv,estadio,publico
Atlético Mineiro,2018,1,15/04/2018,16:00,Domingo,4,Vasco da Gama,Derrota,1,2,Visitante,Andre Luiz de Freitas Castro,28.6,5.2,177.3,8.2,28.5,4.3,178.7,5.6,Estádio São Januário,7197
Atlético Mineiro,2018,2,22/04/2018,16:00,Domingo,4,Vitória,Vitória,2,1,Mandante,Grazianni Maciel Rocha,28.1,5.4,179.1,7.8,25.9,3.7,181.4,8.8,Arena Independência,10423
Atlético Mineiro,2018,3,29/04/2018,16:00,Domingo,4,Corinthians,Vitória,1,0,Mandante,Dewson Fernando Freitas da Silva,28.1,5.4,179.1,7.8,26.3,3.7,177.5,8.3,Arena Independência,19825
Atlético Mineiro,2018,4,05/05/2018,19:00,Sábado,5,São Paulo,Empate,2,2,Visitante,Rafael Traci,29.7,5.7,179.5,8.2,30.6,3.1,182.4,4.3,MorumBIS,31976
Atlético Mineiro,2018,5,13/05/2018,16:00,Domingo,5,Athletico,Vitória,2,1,Visitante,Luiz Flávio de Oliveira,28.1,5.4,179.1,7.8,26.3,3.8,179.0,5.5,Arena da Baixada,7505
Atlético Mineiro,2018,6,19/05/2018,16:00,Sábado,5,Cruzeiro,Vitória,1,0,Mandante,Raphael Claus,28.1,6.0,180.4,7.0,28.4,4.8,180.4,5.4,Arena Independência,15384
Atlético Mineiro,2018,7,26/05/2018,21:00,Sábado,5,Flamengo,Derrota,0,1,Mandante,Anderson Daronco,25.5,5.4,180.1,6.9,25.7,5.0,179.2,4.8,Arena Independência,15797
Atlético Mineiro,2018,8,30/05/2018,19:30,Quarta,5,Sport Recife,Derrota,2,3,Visitante,Wagner do Nascimento Magalhaes,27.3,6.0,180.4,7.0,29.3,5.0,180.5,5.4,Ilha do Retiro,15605
Atlético Mineiro,2018,9,02/06/2018,16:00,Sábado,6,Chapecoense,Empate,3,3,Mandante,Bruno Arleu de Araujo,27.5,6.1,179.6,7.3,29.1,3.5,180.6,6.9,Arena Independência,10298
Atlético Mineiro,2018,10,07/06/2018,21:00,Quinta,6,América Mineiro,Vitória,3,1,Visitante,Braulio Da Silva Machado,29.0,5.9,180.5,7.9,27.0,4.5,182.0,6.2,Arena Independência,7776
