time,temporada,rodada,data,horario,dia_semana,mes,adversario,resultado,gols_favor,gols_sofridos,condicao,arbitro,idade_media_titular_time,desvio_idade_media_time,altura_media_titular_time,desvio_altura_media_time,idade_media_titular_adv,desvio_idade_media_adv,altura_media_titular_adv,desvio_altura_media_adv,estadio,publico
Atlético Mineiro,2017,1,13/05/2017,16:00,Sábado,5,Flamengo,Empate,1,1,Visitante,Jailson Macedo Freitas,30.1,3.6,179.8,8.3,28.2,3.9,180.1,6.9,Estádio do Maracanã,50220
Atlético Mineiro,2017,2,21/05/2017,16:00,Domingo,5,Fluminense,Derrota,1,2,Mandante,Jean Pierre Goncalves Lima,29.2,3.8,179.8,8.4,25.1,4.5,181.3,6.4,Arena Independência,16145
Atlético Mineiro,2017,3,28/05/2017,11:00,Domingo,5,Ponte Preta,Empate,2,2,Mandante,Wagner do Nascimento Magalhaes,30.0,3.6,180.4,7.7,28.7,4.5,181.1,6.7,Arena Independência,19553
Atlético Mineiro,2017,4,04/06/2017,16:00,Domingo,6,Palmeiras,Empate,0,0,Visitante,Marcelo de Lima Henrique,28.1,4.7,180.1,8.5,28.8,5.3,180.3,7.5,Nubank Parque,34240
Atlético Mineiro,2017,5,07/06/2017,19:30,Quarta,6,Avaí,Vitória,1,0,Mandante,Bruno Arleu de Araujo,28.4,4.8,180.9,6.9,28.3,5.0,178.4,7.1,Arena Independência,12648
Atlético Mineiro,2017,6,11/06/2017,16:00,Domingo,6,Vitória,Derrota,0,2,Visitante,Raphael Claus,28.9,4.3,182.5,7.9,28.2,3.9,178.7,8.2,Estádio Manoel Barradas,6812
Atlético Mineiro,2017,7,14/06/2017,19:30,Quarta,6,Athletico,Derrota,0,1,Mandante,Pericles Bassols Pegado Cortez,30.4,4.7,182.6,8.0,27.4,5.6,179.5,7.1,Arena Independência,10924
Atlético Mineiro,2017,8,18/06/2017,16:00,Domingo,6,São Paulo,Vitória,2,1,Visitante,Braulio Da Silva Machado,30.3,4.9,182.1,8.5,25.6,4.1,181.5,8.3,MorumBIS,22704
Atlético Mineiro,2017,9,21/06/2017,21:45,Quarta,6,Sport Recife,Empate,2,2,Mandante,Wilton Pereira Sampaio,30.0,5.3,181.5,8.5,29.0,5.4,178.1,7.2,Arena Independência,12027
Atlético Mineiro,2017,10,25/06/2017,19:00,Domingo,6,Chapecoense,Vitória,1,0,Visitante,Joao Batista de Arruda,25.0,4.3,181.2,7.6,25.9,3.6,182.8,7.2,Arena Condá,9013
Atlético Mineiro,2017,11,02/07/2017,16:00,Domingo,7,Cruzeiro,Vitória,3,1,Mandante,Anderson Daronco,29.8,5.3,181.0,7.4,28.3,4.1,179.2,6.6,Arena Independência,17251
Atlético Mineiro,2017,12,09/07/2017,19:00,Domingo,7,Botafogo,Empate,1,1,Visitante,Wilton Pereira Sampaio,28.5,4.9,181.5,6.9,28.7,4.5,181.2,6.4,Estádio Nilton Santos,9630
Atlético Mineiro,2017,13,12/07/2017,19:30,Quarta,7,Santos,Derrota,0,1,Mandante,Marcelo de Lima Henrique,27.6,4.7,180.3,6.4,27.6,4.6,182.0,6.2,Arena Independência,12949
Atlético Mineiro,2017,14,16/07/2017,16:00,Domingo,7,Atlético Goianiense,Vitória,2,1,Visitante,Pablo Dos Santos Alves,27.0,4.8,180.7,6.6,27.1,1.9,181.9,5.7,Estádio Olímpico Pedro Ludovico,5235
Atlético Mineiro,2017,15,19/07/2017,21:45,Quarta,7,Bahia,Derrota,0,2,Mandante,Marcelo Aparecido Ribeiro de Souza,28.4,4.4,180.5,6.4,25.8,3.9,179.9,6.6,Arena Independência,12177
Atlético Mineiro,2017,16,23/07/2017,19:00,Domingo,7,Vasco da Gama,Derrota,1,2,Mandante,Raphael Claus,27.2,4.3,180.6,6.9,25.7,6.1,180.1,6.2,Arena Independência,12497
Atlético Mineiro,2017,17,30/07/2017,16:00,Domingo,7,Coritiba,Vitória,2,0,Visitante,Wagner do Nascimento Magalhaes,29.2,4.9,180.8,7.4,27.1,2.4,179.9,5.7,Estádio Major Antônio Couto Pereira,11564
Atlético Mineiro,2017,18,02/08/2017,21:00,Quarta,8,Corinthians,Derrota,0,2,Mandante,Anderson Daronco,29.4,5.0,180.1,7.8,25.6,3.7,179.1,9.1,Arena Independência,45283
Atlético Mineiro,2017,19,06/08/2017,16:00,Domingo,8,Grêmio,Derrota,0,2,Visitante,Flavio Rodrigues De Souza,25.4,4.5,181.5,7.6,28.2,5.4,179.7,5.6,Arena do Grêmio,22702
Atlético Mineiro,2017,20,13/08/2017,16:00,Domingo,8,Flamengo,Vitória,2,0,Mandante,Elmo Alves Resende Cunha,30.3,4.3,180.4,7.9,28.3,3.9,180.7,7.2,Arena Independência,11031
Atlético Mineiro,2017,21,21/08/2017,20:00,Segunda,8,Fluminense,Derrota,1,2,Visitante,Vinicius Goncalves Dias Araujo,29.7,5.3,181.2,8.3,25.7,3.6,181.7,5.7,Estádio Giulite Coutinho,10412
Atlético Mineiro,2017,22,27/08/2017,16:00,Domingo,8,Ponte Preta,Vitória,2,1,Visitante,Rodolpho Toski Marques,29.7,5.1,180.5,8.4,28.1,6.0,178.8,8.5,Moisés Lucarelli,5779
Atlético Mineiro,2017,23,09/09/2017,16:00,Sábado,9,Palmeiras,Empate,1,1,Mandante,Leandro Pedro Vuaden,29.4,5.1,180.2,7.8,30.1,4.6,179.6,6.9,Arena Independência,25672
Atlético Mineiro,2017,24,17/09/2017,11:00,Domingo,9,Avaí,Empate,1,1,Visitante,Andre Luiz de Freitas Castro,29.9,4.8,179.5,7.8,27.7,3.0,180.2,6.8,Estádio da Ressacada,9201
Atlético Mineiro,2017,25,24/09/2017,19:00,Domingo,9,Vitória,Derrota,1,3,Mandante,Wilton Pereira Sampaio,28.5,5.4,180.6,7.5,25.4,3.8,182.2,7.9,Arena Independência,10865
Atlético Mineiro,2017,26,01/10/2017,19:00,Domingo,10,Athletico,Vitória,2,0,Visitante,Reway Wagner,30.0,5.2,180.4,7.5,26.8,3.6,181.1,5.8,Arena da Baixada,11418
Atlético Mineiro,2017,27,11/10/2017,21:45,Quarta,10,São Paulo,Vitória,1,0,Mandante,Heber Roberto Lopes,29.9,4.1,180.9,7.6,26.0,4.8,180.8,5.8,Arena Independência,17606
Atlético Mineiro,2017,28,15/10/2017,16:00,Domingo,10,Sport Recife,Empate,1,1,Visitante,Leandro Bizzio Marinho,29.1,4.2,179.4,8.6,29.0,5.0,179.5,5.7,Ilha do Retiro,20273
Atlético Mineiro,2017,29,18/10/2017,20:00,Quarta,10,Chapecoense,Derrota,2,3,Mandante,Vinicius Goncalves Dias Araujo,30.1,4.2,180.2,8.0,27.8,3.3,181.8,5.6,Arena Independência,11927
Atlético Mineiro,2017,30,22/10/2017,16:00,Domingo,10,Cruzeiro,Vitória,3,1,Visitante,Wagner do Nascimento Magalhaes,30.5,4.9,180.4,7.9,28.4,5.0,179.3,5.9,Governador Magalhães Pinto,35921
Atlético Mineiro,2017,31,29/10/2017,16:00,Domingo,10,Botafogo,Empate,0,0,Mandante,Sandro Meira Ricci,30.5,4.9,179.4,8.1,26.9,3.9,181.2,7.2,Arena Independência,17086
Atlético Mineiro,2017,32,04/11/2017,16:00,Sábado,11,Santos,Derrota,1,3,Visitante,Wilton Pereira Sampaio,30.8,4.6,179.0,8.4,28.4,6.0,182.5,5.8,Estádio Urbano Caldeira,11418
Atlético Mineiro,2017,33,09/11/2017,19:00,Quinta,11,Atlético Goianiense,Vitória,3,2,Mandante,Rodolpho Toski Marques,30.6,4.8,179.7,7.6,26.5,2.6,182.1,5.2,Arena Independência,8204
Atlético Mineiro,2017,34,12/11/2017,17:00,Domingo,11,Bahia,Empate,2,2,Visitante,Raphael Claus,28.6,5.4,180.5,8.4,25.7,3.5,177.9,6.6,Arena Fonte Nova,29769
Atlético Mineiro,2017,35,15/11/2017,20:45,Quarta,11,Vasco da Gama,Empate,1,1,Visitante,Flavio Rodrigues De Souza,30.4,5.2,180.0,8.5,26.0,5.1,180.0,6.7,Estádio São Januário,12059
